Town,Year,Variable,Value
Canterbury,2012,Major Employer 5,Childrens Dscvery Ctrs of Amer
Canterbury,2012,Major Employer 6,Harts Farm Greenhouse & Flor
Canterbury,2012,Major Employer 7,Savings Institute
Canterbury,2012,Major Employer 8,
Canterbury,2012,Major Employer 9,
Canterbury,2012,Major Employer 10,
Canton,2012,Major Employer 1,Canton Board of Education
Canton,2012,Major Employer 2,Cherry Brook Health Care Center
Canton,2012,Major Employer 3,Farmington Valley ARC
Canton,2012,Major Employer 4,Kohl's Department Store
Canton,2012,Major Employer 5,Shaw's Supermarket
Canton,2012,Major Employer 6,Canton General Government
Canton,2012,Major Employer 7,Mitchell Auto Group
Canton,2012,Major Employer 8,Suburban Sanitation
Canton,2012,Major Employer 9,Acura of Avon
Canton,2012,Major Employer 10,IGA of Canton
Chaplin,2012,Major Employer 1,Parish Hill High School
Chaplin,2012,Major Employer 2,Chaplin Elementary School
Chaplin,2012,Major Employer 3,Eden Camp & Retreat Center
Chaplin,2012,Major Employer 4,Hite Automotive Chaplin Inc
Chaplin,2012,Major Employer 5,Algonquin Gas Transmission Co
Chaplin,2012,Major Employer 6,Town of Chaplin
Chaplin,2012,Major Employer 7,Ives Kawasaki
Chaplin,2012,Major Employer 8,Garrison Sand & Gravel Inc
Chaplin,2012,Major Employer 9,Zlotnicks
Chaplin,2012,Major Employer 10,Easter Seals
Cheshire,2012,Major Employer 1,Bozzuto's Inc
Cheshire,2012,Major Employer 2,Town of Cheshire
Cheshire,2012,Major Employer 3,State of Connecticut
Cheshire,2012,Major Employer 4,Macy's Logistics
Cheshire,2012,Major Employer 5,UTC Aerospace
Cheshire,2012,Major Employer 6,Alexion Pharmaceuticals
Cheshire,2012,Major Employer 7,Webster Bank
Cheshire,2012,Major Employer 8,Value Health Care Services
Cheshire,2012,Major Employer 9,Whole Foods
Cheshire,2012,Major Employer 10,Elim Park
Chester,2012,Major Employer 1,Whelen Engineering Co
Chester,2012,Major Employer 2,Greewald Industries
Chester,2012,Major Employer 3,Chapco Inc
Chester,2012,Major Employer 4,Aaron Manor
Chester,2012,Major Employer 5,Chesterfields
Chester,2012,Major Employer 6,Aerocision
Chester,2012,Major Employer 7,Town of Chester
Chester,2012,Major Employer 8,Chester Board of Education
Chester,2012,Major Employer 9,
Chester,2012,Major Employer 10,
Clinton,2012,Major Employer 1,UniLever
Clinton,2012,Major Employer 2,Clinton Crossing Premium Outlets
Clinton,2012,Major Employer 3,The Connecticut Water Company
Clinton,2012,Major Employer 4,Clinton Public Works
Clinton,2012,Major Employer 5,Clinton Nurseries
Clinton,2012,Major Employer 6,Bausch and Strobel
Clinton,2012,Major Employer 7,Stop & Shop - 652
Clinton,2012,Major Employer 8,Shaws
Clinton,2012,Major Employer 9,Stanley Bostitch
Clinton,2012,Major Employer 10,Clinton Instrument Company
Colchester,2012,Major Employer 1,Alpha Q
Colchester,2012,Major Employer 2,Harrington Court/Genesis Elder Care
Colchester,2012,Major Employer 3,Laidlaw
Colchester,2012,Major Employer 4,Liberty Specialty Care Center
Colchester,2012,Major Employer 5,M&J Bus Company
Colchester,2012,Major Employer 6,Paradise Agencies
Colchester,2012,Major Employer 7,S&S Worldwide
Colchester,2012,Major Employer 8,Tri Town Foods
Colchester,2012,Major Employer 9,Town of Colchester - Town Hall
Colchester,2012,Major Employer 10,Town of Colcherster - Public School System
Colebrook,2012,Major Employer 1,Entire Tree Services LLC
Colebrook,2012,Major Employer 2,Gutter Gal LLC
Colebrook,2012,Major Employer 3,Millard Welding
Colebrook,2012,Major Employer 4,Centified Sewer
Colebrook,2012,Major Employer 5,Alpine Design & Building LLC
Colebrook,2012,Major Employer 6,Connecticut Diggers
Colebrook,2012,Major Employer 7,Rock Hall Bed & Breakfast
Colebrook,2012,Major Employer 8,"Painting by Marge, Inc"
Colebrook,2012,Major Employer 9,Hiller Building & Remodeling
Colebrook,2012,Major Employer 10,Colebrook Childcare LLC
Columbia,2012,Major Employer 1,Columbia Manufacturing
Columbia,2012,Major Employer 2,Eastconn
Columbia,2012,Major Employer 3,Town of Columbia Board of Education
Columbia,2012,Major Employer 4,Town of Columbia
Columbia,2012,Major Employer 5,Columbia Ford
Columbia,2012,Major Employer 6,Crossroads Therapy
Columbia,2012,Major Employer 7,Wile Motors
Columbia,2012,Major Employer 8,Discovery Zone Daycare
Columbia,2012,Major Employer 9,Dunkin Donuts
Columbia,2012,Major Employer 10,W.H. Rose
Cornwall,2012,Major Employer 1,Mohawk Mountain Ski Area
Cornwall,2012,Major Employer 2,Trinity Conference Center
Cornwall,2012,Major Employer 3,Northeast Builders
Cornwall,2012,Major Employer 4,Town of Cornwall
Cornwall,2012,Major Employer 5,National Iron Bank
Cornwall,2012,Major Employer 6,Ian Ingersoll Cabinet Maker
Cornwall,2012,Major Employer 7,C&D Farm
Cornwall,2012,Major Employer 8,Cornwall General Store
Cornwall,2012,Major Employer 9,Wandering Moose Restaurant
Cornwall,2012,Major Employer 10,
Coventry,2012,Major Employer 1,Town of Coverntry
Coventry,2012,Major Employer 2,Higland Park market
Coventry,2012,Major Employer 3,Pelletier Builders
Coventry,2012,Major Employer 4,Bidwell Tavern
Coventry,2012,Major Employer 5,Teleflex Madical
Coventry,2012,Major Employer 6,Dimitri's
Coventry,2012,Major Employer 7,Walgreens
Coventry,2012,Major Employer 8,CVS Pharmacy
Coventry,2012,Major Employer 9,Dunkin Donuts
Coventry,2012,Major Employer 10,Sabrina Pools
Cromwell,2012,Major Employer 1,Stop & Shop
Cromwell,2012,Major Employer 2,Wal-Mart
Cromwell,2012,Major Employer 3,Covenant Village
Cromwell,2012,Major Employer 4,Millane Nurseries
Cromwell,2012,Major Employer 5,Apria Healthcare
Cromwell,2012,Major Employer 6,Crowne-Plaza-Hartford
Cromwell,2012,Major Employer 7,Courtyard by Marriott-Cromwell
Cromwell,2012,Major Employer 8,Liturgical Publications
Cromwell,2012,Major Employer 9,TPC at River Highlands
Cromwell,2012,Major Employer 10,K-mart
Danbury,2012,Major Employer 1,City of Danbury - Danbury Schools
Danbury,2012,Major Employer 2,Danbury Hospital
Danbury,2012,Major Employer 3,CARTUS formerly Cendant Mobility
Danbury,2012,Major Employer 4,G.E. Commercial Finance
Danbury,2012,Major Employer 5,"Pitney Bowes, Inc."
Danbury,2012,Major Employer 6,Scholastic
Danbury,2012,Major Employer 7,Goodrich Corporation
Danbury,2012,Major Employer 8,"Praxair, Inc."
Danbury,2012,Major Employer 9,Barden Corporation/FAG
Danbury,2012,Major Employer 10,Ethan Allen Inc.
Darien,2012,Major Employer 1,Town of Darien
Darien,2012,Major Employer 2,Colangelo Synergy
Darien,2012,Major Employer 3,Rings' End Inc
Darien,2012,Major Employer 4,Zotos International
Darien,2012,Major Employer 5,BMW of Darien
Darien,2012,Major Employer 6,CRA Rogers Casey
Darien,2012,Major Employer 7,Miller Automotive
Darien,2012,Major Employer 8,Serling Glen
Darien,2012,Major Employer 9,U.S. Postal Service
Darien,2012,Major Employer 10,
Deep River,2012,Major Employer 1,Silgan Plastics Corporation
Deep River,2012,Major Employer 2,Mount Saint John School
Deep River,2012,Major Employer 3,Tri-Town Precision Plastics Inc
Deep River,2012,Major Employer 4,Regional School District 4-Valley Regional High School
Deep River,2012,Major Employer 5,Regional School District 4-John Winthrop Jr High School
Deep River,2012,Major Employer 6,Champion Mfg Inc
Deep River,2012,Major Employer 7,Deep River Elementary School
Deep River,2012,Major Employer 8,Town of Deep River
Deep River,2012,Major Employer 9,Regional School District 4-Office of the Superintendent
Deep River,2012,Major Employer 10,InterPRO
Derby,2012,Major Employer 1,Griffin Health Services
Derby,2012,Major Employer 2,Birmingham Health Center
Derby,2012,Major Employer 3,"Derby Cellular Products, Inc"
Derby,2012,Major Employer 4,George Hegyi Industries
Derby,2012,Major Employer 5,Home Depot
Derby,2012,Major Employer 6,"Lifetouch Studios, Inc."
Derby,2012,Major Employer 7,Grade A Shop Rite
Derby,2012,Major Employer 8,VARCA
Derby,2012,Major Employer 9,Wal Mart
Derby,2012,Major Employer 10,Convenient Care
Durham,2012,Major Employer 1,Hobson & Motzer Inc
Durham,2012,Major Employer 2,The Durham Manufacturing Co
Durham,2012,Major Employer 3,Graphite Die Mold Inc
Durham,2012,Major Employer 4,Twin Maples Health Care Fcilty
Durham,2012,Major Employer 5,Korn Elementary School
Durham,2012,Major Employer 6,Frederick F Brwster Elementary
Durham,2012,Major Employer 7,Coginchaug High School
Durham,2012,Major Employer 8,Town of Durham
Durham,2012,Major Employer 9,Transformer Technology Inc
Durham,2012,Major Employer 10,Technical Manufacturing Corporation
East Granby,2012,Major Employer 1,Air National Guard
East Granby,2012,Major Employer 2,Rockbestos
East Granby,2012,Major Employer 3,Stub Hub
East Granby,2012,Major Employer 4,Delta Industries
East Granby,2012,Major Employer 5,Nufern
East Granby,2012,Major Employer 6,Galasso Materials
East Granby,2012,Major Employer 7,Barnes Group
East Granby,2012,Major Employer 8,Paines
East Granby,2012,Major Employer 9,Coorstek
East Granby,2012,Major Employer 10,Flying Food Group
East Haddam,2012,Major Employer 1,Consumers Union
East Haddam,2012,Major Employer 2,Franklin Academy
East Haddam,2012,Major Employer 3,Shagbark Lumber and Farm Supplies
East Haddam,2012,Major Employer 4,New England Propeller Service
East Haddam,2012,Major Employer 5,Goodspeed Opera House Foundaion
East Haddam,2012,Major Employer 6,East Haddam Board of Education
East Haddam,2012,Major Employer 7,Town o Haddam
East Haddam,2012,Major Employer 8,Fox Hopyard Golf Course
East Haddam,2012,Major Employer 9,
East Haddam,2012,Major Employer 10,
East Hampton,2012,Major Employer 1,East Hampton High School
East Hampton,2012,Major Employer 2,Cobalt Health and Rehab Ctr
East Hampton,2012,Major Employer 3,American Distilling & Mfg Co Inc
East Hampton,2012,Major Employer 4,Bevin Brothers Mfg. Co.
East Hampton,2012,Major Employer 5,Contech of Connecticut
East Hampton,2012,Major Employer 6,Ems Mailing Services Llc
East Hampton,2012,Major Employer 7,Carpenter Hayes Paper Box Company
East Hampton,2012,Major Employer 8,Dickinson Brands Humphrey Pharmacal
East Hampton,2012,Major Employer 9,J.C. Products
East Hampton,2012,Major Employer 10,Angelico's Restaurant
East Hartford,2012,Major Employer 1,Pratt & Whitney Aircraft
East Hartford,2012,Major Employer 2,Town of East Hartford
East Hartford,2012,Major Employer 3,Bank of America
East Hartford,2012,Major Employer 4,Coca-Cola Bottling
East Hartford,2012,Major Employer 5,Goodwin College
East Hartford,2012,Major Employer 6,United Technologies Corp
East Hartford,2012,Major Employer 7,Riveside Health Center
East Hartford,2012,Major Employer 8,CT Dept of Info Technology
East Hartford,2012,Major Employer 9,Cabela's
East Hartford,2012,Major Employer 10,Computer Sceinces Corp
East Haven,2012,Major Employer 1,Town Fair Tires
East Haven,2012,Major Employer 2,Stop & Shop Supermarket
East Haven,2012,Major Employer 3,Laurel Woods Health Care
East Haven,2012,Major Employer 4,Talmadge Park Health Care
East Haven,2012,Major Employer 5,Home Depot Home Improvement
East Haven,2012,Major Employer 6,Village at Mariner's Point
East Haven,2012,Major Employer 7,Thermatool
East Haven,2012,Major Employer 8,TekMotive
East Haven,2012,Major Employer 9,CarMax
East Haven,2012,Major Employer 10,East Haven Builders Supply
East Lyme,2012,Major Employer 1,Town of East Lyme
East Lyme,2012,Major Employer 2,Gates Correctional Institution
East Lyme,2012,Major Employer 3,York Correction Instruction For women
East Lyme,2012,Major Employer 4,East Lyme Board of Education
East Lyme,2012,Major Employer 5,Crescent Point Assisted Living
East Lyme,2012,Major Employer 6,Bride Brook Nursing & Rehabilitation
East Lyme,2012,Major Employer 7,HTD Aerospace
East Lyme,2012,Major Employer 8,Colonial IGA Supermarket
East Lyme,2012,Major Employer 9,National Guard
East Lyme,2012,Major Employer 10,Stop & Shop
East Windsor,2012,Major Employer 1,Hamilton Sunstrand
East Windsor,2012,Major Employer 2,Englehard Surface Technologies
East Windsor,2012,Major Employer 3,Mulnite Farms
East Windsor,2012,Major Employer 4,Wood Group Aero
East Windsor,2012,Major Employer 5,
East Windsor,2012,Major Employer 6,
East Windsor,2012,Major Employer 7,
East Windsor,2012,Major Employer 8,
East Windsor,2012,Major Employer 9,
East Windsor,2012,Major Employer 10,
Eastford,2012,Major Employer 1,Whitcraft Llc
Eastford,2012,Major Employer 2,Kochek Co Inc
Eastford,2012,Major Employer 3,Buells Orchard (Seasonal)
Eastford,2012,Major Employer 4,Town of Eastford-Inc. Board of Ed.
Eastford,2012,Major Employer 5,King Trucking Company Inc
Eastford,2012,Major Employer 6,Eastford Building Supply Inc
Eastford,2012,Major Employer 7,E R W Inc
Eastford,2012,Major Employer 8,Lindon Tree Service Inc
Eastford,2012,Major Employer 9,Sheldon Farm LLC
Eastford,2012,Major Employer 10,Bonen's Garage
Easton,2012,Major Employer 1,Town Hall of Easton
Easton,2012,Major Employer 2,Local and Regional Schools
Easton,2012,Major Employer 3,Bridgeport Hydraulic
Easton,2012,Major Employer 4,Gilbertie's Farm
Easton,2012,Major Employer 5,"Connecticut Golf Club, Inc."
Easton,2012,Major Employer 6,Silverman's Farm
Easton,2012,Major Employer 7,Maple Row Tree Farm
Easton,2012,Major Employer 8,Aspetuck Valley Orchards
Easton,2012,Major Employer 9,"Jain, Neil-Land Surveying"
Easton,2012,Major Employer 10,Old Bluebird Inn LLC
Ellington,2012,Major Employer 1,Board of Education
Ellington,2012,Major Employer 2,Rice Packaging Inc.
Ellington,2012,Major Employer 3,Accutime
Ellington,2012,Major Employer 4,Merill
Ellington,2012,Major Employer 5,Truebro
Ellington,2012,Major Employer 6,Action Packaging
Ellington,2012,Major Employer 7,Bolles Motors
Ellington,2012,Major Employer 8,Lee's Auto Ranch
Ellington,2012,Major Employer 9,Alyn Tool Co.
Ellington,2012,Major Employer 10,Kloter Farms
Enfield,2012,Major Employer 1,Massachusetts Mutual
Enfield,2012,Major Employer 2,Hallmark Cards
Enfield,2012,Major Employer 3,Lego
Enfield,2012,Major Employer 4,Retail Brand Alliance Inc
Enfield,2012,Major Employer 5,Connecticut Dept of Corrections
Enfield,2012,Major Employer 6,Marting Brower
Enfield,2012,Major Employer 7,Eppendorf Inc
Enfield,2012,Major Employer 8,S Camerota & Sons Inc
Enfield,2012,Major Employer 9,Symetra Life Insurance
Enfield,2012,Major Employer 10,
Essex,2012,Major Employer 1,Lee Company
Essex,2012,Major Employer 2,Tower Labs
Essex,2012,Major Employer 3,Essex Meadows
Essex,2012,Major Employer 4,LC Doane Company
Essex,2012,Major Employer 5,Brockway Ferry Group
Essex,2012,Major Employer 6,Griswold Inn
Essex,2012,Major Employer 7,Brewer's Marina
Essex,2012,Major Employer 8,Sorelinc Clinic Meddlesex Hospital
Essex,2012,Major Employer 9,Saftey Zone
Essex,2012,Major Employer 10,Kirkhill Aricraft
Fairfield,2012,Major Employer 1,General Electric
Fairfield,2012,Major Employer 2,Fairfield University
Fairfield,2012,Major Employer 3,Sacred Heart University
Fairfield,2012,Major Employer 4,Fairfield Town & Schools
Fairfield,2012,Major Employer 5,HEIM/ Bearings Division RBC Inc.
Fairfield,2012,Major Employer 6,Carolton Chronic Convalescent Home
Fairfield,2012,Major Employer 7,BJs Wholesale Club 31
Fairfield,2012,Major Employer 8,Cambridge Manor
Fairfield,2012,Major Employer 9,RC Bigelow Tea Inc
Fairfield,2012,Major Employer 10,
Farmington,2012,Major Employer 1,UCONN
Farmington,2012,Major Employer 2,West Farms Mall
Farmington,2012,Major Employer 3,Otis
Farmington,2012,Major Employer 4,TOF/BOE
Farmington,2012,Major Employer 5,Bank of America
Farmington,2012,Major Employer 6,Tunxis CC
Farmington,2012,Major Employer 7,Connecticare
Farmington,2012,Major Employer 8,Trumpf
Farmington,2012,Major Employer 9,EDAC
Farmington,2012,Major Employer 10,American Red Cross
Franklin,2012,Major Employer 1,Franklin Farms Inc
Franklin,2012,Major Employer 2,"Southern New England Egg, LLC"
Franklin,2012,Major Employer 3,"Franklin Hill Estates Country Club, LLC"
Franklin,2012,Major Employer 4,"Cargill, Inc."
Franklin,2012,Major Employer 5,CLP
Franklin,2012,Major Employer 6,"Piotrkowski, Samuel R."
Franklin,2012,Major Employer 7,"Franklin Nasin, LLC"
Franklin,2012,Major Employer 8,Cushman Farms
Franklin,2012,Major Employer 9,Franklin Commons Development Corp
Franklin,2012,Major Employer 10,"Fitchville Realty Holding, LLC"
Glastonbury,2012,Major Employer 1,Town of Glastonbury
Glastonbury,2012,Major Employer 2,Open Solutions
Glastonbury,2012,Major Employer 3,Ikon/Office Solutions
Glastonbury,2012,Major Employer 4,Stop & Shop (2 locations)
Glastonbury,2012,Major Employer 5,Salmon Brook Nursing & Rehab
Glastonbury,2012,Major Employer 6,CIGNA Insurance Co
Glastonbury,2012,Major Employer 7,Bank of America
Glastonbury,2012,Major Employer 8,AMICA
Glastonbury,2012,Major Employer 9,Flanagan Industries
Glastonbury,2012,Major Employer 10,
Goshen,2012,Major Employer 1,Torrington Country Club
Goshen,2012,Major Employer 2,RW Commerford & Sons
Goshen,2012,Major Employer 3,HTH Automatic Sprinkler
Goshen,2012,Major Employer 4,Ducci Kitchen Inc
Goshen,2012,Major Employer 5,Union Savings Bank
Goshen,2012,Major Employer 6,LaPlaca Oil & Propane Inc
Goshen,2012,Major Employer 7,Woodridge Lake Property Owners Assoc
Goshen,2012,Major Employer 8,JW Tractor Repair
Goshen,2012,Major Employer 9,L & L Mechanical LLC
Goshen,2012,Major Employer 10,Executive Livery
Granby,2012,Major Employer 1,Town of Granby
Granby,2012,Major Employer 2,Meadow Brook Nursing Home
Granby,2012,Major Employer 3,Stop & Shop
Granby,2012,Major Employer 4,State Line Oil
Granby,2012,Major Employer 5,Geissler's Supermarket
Granby,2012,Major Employer 6,Imperial Nursery
Granby,2012,Major Employer 7,Old Mill Pond Village
Granby,2012,Major Employer 8,Arrow Concrete
Granby,2012,Major Employer 9,TJ Maxx
Granby,2012,Major Employer 10,Granby YMCA
Greenwich,2012,Major Employer 1,Town of Grennwich and Board of Ed.
Greenwich,2012,Major Employer 2,Greenwich Hospital
Greenwich,2012,Major Employer 3,George Weston Bakeries Inc.
Greenwich,2012,Major Employer 4,Greenwich Capital Markets
Greenwich,2012,Major Employer 5,UST Inc.
